date,description,expense,income,savings,username,user_id
1/1/2018,Amazon,11.11,82475,82463.89,Lilit,1
1/2/2018,Mortgage Payment,1247.44,32555,31307.56,Lilit,36
1/2/2018,Thai Restaurant,24.22,101738,101713.78,Lilit,52
1/3/2018,Credit Card Payment,2298.09,123424,121125.91,Lilit,985
1/4/2018,Netflix,11.76,171574,171562.24,Lilit,973
1/5/2018,American Tavern,25.85,100036,100010.15,Lilit,961
1/6/2018,Hardware Store,18.45,143250,143231.55,Lilit,949
1/8/2018,Gas Company,45,150980,150935,Lilit,937
1/8/2018,Hardware Store,15.38,192247,192231.62,Lilit,925
1/9/2018,Spotify,10.69,67932,67921.31,Elena,913
1/10/2018,Phone Company,89.46,280061,279971.54,Elena,901
1/11/2018,Shell,34.87,278036,278001.13,Elena,889
1/11/2018,Grocery Store,43.54,19226,19182.46,Elena,877
1/12/2018,Biweekly Paycheck,2000,254359,252359,Elena,865
1/13/2018,Pizza Place,32.91,302834,302801.09,Elena,853
1/13/2018,Amazon,39.05,647116,647076.95,Elena,841
1/15/2018,Grocery Store,44.19,421878,421833.81,Elena,829
1/15/2018,American Tavern,64.11,986379,986314.89,Elena,817
1/16/2018,City Water Charges,35,213047,213012,Elena,805
1/16/2018,Power Company,60,735566,735506,Elena,793
1/19/2018,Biweekly Paycheck,2000,366102,364102,Elena,781
1/20/2018,Amazon,50.21,809623,809572.79,Elena,769
1/22/2018,Credit Card Payment,554.99,467014,466459.01,Elena,757
1/22/2018,Credit Card Payment,309.81,668568,668258.19,Elena,745
1/22/2018,Credit Card Payment,554.99,339112,338557.01,Elena,733
1/22/2018,Hardware Store,17.38,622170,622152.62,Ara,721
1/23/2018,Credit Card Payment,309.81,434427,434117.19,Ara,709
1/24/2018,Starbucks,3,655846,655843,Ara,697
1/25/2018,Internet Service Provider,69.99,987935,987865.01,Ara,685
1/29/2018,Shell,30.42,702774,702743.58,Ara,673
1/29/2018,Thai Restaurant,25,225392,225367,Ara,661
1/29/2018,Brunch Restaurant,17.62,296573,296555.38,Ara,649
2/1/2018,Grocery Store,27.79,227702,227674.21,Ara,637
2/1/2018,Amazon,11.11,864090,864078.89,Ara,625
2/2/2018,Mortgage Payment,1247.44,440605,439357.56,Ara,613
2/2/2018,Biweekly Paycheck,2000,954660,952660,Ara,601
2/3/2018,Japanese Restaurant,57.02,255577,255519.98,Ara,589
2/4/2018,Netflix,11.76,337352,337340.24,Ara,577
2/5/2018,Credit Card Payment,145.14,660244,660098.86,Ara,565
2/6/2018,Credit Card Payment,154.13,401351,401196.87,Ara,553
2/7/2018,Credit Card Payment,154.13,678842,678687.87,Ara,541
2/7/2018,Gas Company,65,478861,478796,Ara,529
2/9/2018,Barbershop,30,804938,804908,Ara,517
2/9/2018,Spotify,10.69,888341,888330.31,Ara,505
2/10/2018,Bojangles,10.66,262414,262403.34,Ara,493
2/11/2018,Fancy Restaurant,106.8,249353,249246.2,Ara,481
2/12/2018,Shell,36.47,892016,891979.53,Ara,469
2/12/2018,Phone Company,89.52,313626,313536.48,Ara,457
2/14/2018,Brewing Company,14,314366,314352,Ara,445
2/15/2018,American Tavern,10,551340,551330,Ara,433
2/15/2018,Power Company,60,735037,734977,Ara,421
2/16/2018,Biweekly Paycheck,2000,574023,572023,Ara,409
2/16/2018,Brunch Restaurant,8,402300,402292,Ara,397
2/16/2018,City Water Charges,35,733125,733090,Ara,385
2/20/2018,Grocery Store,35.95,545977,545941.05,Ara,373
2/20/2018,Mexican Restaurant,23.51,371572,371548.49,Ara,361
2/21/2018,Starbucks,2,326283,326281,Ara,349
2/22/2018,Starbucks,4,279051,279047,Ara,337
2/26/2018,Credit Card Payment,765.37,900101,899335.63,Ara,325
2/26/2018,Credit Card Payment,156.11,545286,545129.89,Ara,313
2/26/2018,Credit Card Payment,765.37,722587,721821.63,Ara,301
2/26/2018,Internet Service Provider,74.99,411062,410987.01,Ara,289
2/26/2018,American Tavern,85.52,660910,660824.48,Ara,277
2/26/2018,Gas Station,32.21,557370,557337.79,Ara,265
2/27/2018,Credit Card Payment,156.11,549794,549637.89,Ara,253
3/1/2018,Grocery Store,32.07,340133,340100.93,Ara,241
3/1/2018,Amazon,13.13,265417,265403.87,Ara,632
3/2/2018,Mortgage Payment,1247.44,358185,356937.56,Ara,607
3/2/2018,Biweekly Paycheck,2000,991685,989685,Ara,582
3/3/2018,Grocery Store,23.74,533762,533738.26,Ara,557
3/4/2018,Grocery Store,10.69,829742,829731.31,Ara,532
3/4/2018,Netflix,11.76,441527,441515.24,Ara,507
3/4/2018,BBQ Restaurant,42.24,550782,550739.76,Ara,482
3/5/2018,Starbucks,3,835872,835869,Ara,457
3/5/2018,Credit Card Payment,761.59,540497,539735.41,Ara,432
3/5/2018,Credit Card Payment,761.59,525977,525215.41,Ara,407
3/7/2018,Starbucks,3.5,789393,789389.5,Ara,382
3/8/2018,BP,34.9,689478,689443.1,Ara,357
3/8/2018,Gas Company,52,499079,499027,Armen,332
3/9/2018,Grocery Store,20.72,665107,665086.28,Armen,307
3/9/2018,Grocery Store,5.09,998077,998071.91,Armen,282
3/9/2018,Spotify,10.69,934205,934194.31,Armen,257
3/12/2018,Grocery Store,19.35,823426,823406.65,Armen,232
3/12/2018,Phone Company,89.52,282910,282820.48,Armen,207
3/13/2018,Amazon,45.75,418675,418629.25,Armen,182
3/14/2018,Grocery Store,22.5,804949,804926.5,Armen,157
3/14/2018,Brunch Restaurant,8.49,686601,686592.51,Armen,132
3/15/2018,Starbucks,3.5,561220,561216.5,Armen,107
3/15/2018,Power Company,60,762534,762474,Armen,82
3/16/2018,Biweekly Paycheck,2000,327947,325947,Armen,57
3/17/2018,Brewing Company,19.5,492986,492966.5,Armen,32
3/17/2018,Pizza Place,23.34,369237,369213.66,Armen,758
3/19/2018,Mediterranean Restaurant,36.48,983839,983802.52,Armen,14526
3/19/2018,City Water Charges,35,776716,776681,Armen,15809
3/20/2018,Amazon,14.97,664632,664617.03,Armen,58974
3/22/2018,BP,30.55,466727,466696.45,Armen,58724
3/23/2018,Credit Card Payment,559.91,896384,895824.09,Armen,58474
3/23/2018,Credit Card Payment,559.91,712001,711441.09,Armen,58224
3/23/2018,Grocery Store,11.76,246865,246853.24,Armen,57974
3/26/2018,Internet Service Provider,74.99,858729,858654.01,Armen,57724
3/28/2018,Grocery Store,16.06,581882,581865.94,Armen,57474
3/28/2018,Pizza Place,24.98,646426,646401.02,Armen,57224
3/29/2018,Steakhouse,17.64,687088,687070.36,Armen,56974
3/30/2018,Grocery Store,9.09,973026,973016.91,Armen,56724
3/30/2018,Biweekly Paycheck,2000,944398,942398,Armen,56474
3/31/2018,Belgian Restaurant,38.32,414422,414383.68,Armen,56224
3/31/2018,Chili's,24.74,408503,408478.26,Armen,55974
3/31/2018,Greek Restaurant,41.16,984466,984424.84,Armen,55724
4/1/2018,Grocery Store,80.79,919997,919916.21,Armen,55474
4/1/2018,Brewing Company,59.48,535101,535041.52,Armen,55224
4/1/2018,Amazon,13.13,978301,978287.87,Armen,54974
4/2/2018,Credit Card Payment,817.14,880406,879588.86,Armen,54724
4/2/2018,Credit Card Payment,817.14,447241,446423.86,Armen,54474
4/2/2018,Grocery Store,82.36,382191,382108.64,Armen,54224
4/2/2018,Hardware Store,13.89,775859,775845.11,Armen,53974
4/2/2018,Mortgage Payment,1247.44,832637,831389.56,Armen,53724
4/3/2018,Amazon Video,6.41,458526,458519.59,Armen,53474
4/4/2018,Credit Card Payment,363.08,440995,440631.92,Armen,53224
4/4/2018,Credit Card Payment,363.08,490128,489764.92,Armen,52974
4/4/2018,Netflix,11.76,897079,897067.24,Armen,52724
4/6/2018,Chevron,4.58,431948,431943.42,Armen,52474
4/6/2018,Tiny Deli,9.76,228072,228062.24,Armen,52224
4/8/2018,Irish Pub,22,757649,757627,Armen,51974
4/9/2018,Blue Sky Market,6.48,919877,919870.52,Armen,51724
4/9/2018,Spotify,10.69,605615,605604.31,Armen,51474
4/9/2018,Gas Company,30,500852,500822,Armen,51224
4/11/2018,Phone Company,89.52,488136,488046.48,Armen,50974
4/12/2018,Starbucks,7,937828,937821,Armen,50724
4/12/2018,Barbershop,30,315873,315843,Armen,50474
4/13/2018,BP,37.98,567623,567585.02,Armen,50224
4/13/2018,Biweekly Paycheck,2000,555123,553123,Armen,49974
4/13/2018,American Tavern,10.66,498843,498832.34,Armen,49724
4/14/2018,Hardware Store,11.61,752610,752598.39,Armen,49474
4/14/2018,American Tavern,41,494540,494499,Armen,49224
4/16/2018,State Farm,75,996754,996679,Armen,48974
4/16/2018,City Water Charges,35,245572,245537,Armen,48724
4/18/2018,Power Company,60,974384,974324,Armen,48474
4/20/2018,Thai Restaurant,24.22,846635,846610.78,Armen,48224
4/21/2018,Grocery Store,4.32,635473,635468.68,Armen,47974
4/21/2018,American Tavern,35.15,224510,224474.85,Armen,47724
4/22/2018,Grocery Store,21.32,478671,478649.68,Armen,47474
4/23/2018,Hardware Store,42.7,990700,990657.3,Armen,47224
4/24/2018,Hardware Store,224.7,228565,228340.3,Armen,46974
4/24/2018,Amazon,41.34,297732,297690.66,Armen,46724
4/25/2018,Hardware Store,210.79,559262,559051.21,Armen,46474
4/25/2018,Internet Service Provider,74.99,809907,809832.01,Armen,46224
4/26/2018,Credit Card Payment,769.72,428316,427546.28,Armen,45974
4/26/2018,Credit Card Payment,1216.94,275065,273848.06,Armen,45724
4/26/2018,Credit Card Payment,1216.94,845653,844436.06,Armen,45474
4/27/2018,Credit Card Payment,769.72,236296,235526.28,Armen,45224
4/27/2018,Biweekly Paycheck,2000,440572,438572,Armen,44974
4/28/2018,Grocery Store,22.98,478115,478092.02,Armen,44724
4/29/2018,QuikTrip,39,897621,897582,Armen,44474
4/29/2018,Grocery Store,51.05,554281,554229.95,Armen,44224
4/29/2018,Hardware Store,68.47,245452,245383.53,Armen,43974
4/30/2018,Grocery Store,5.09,365045,365039.91,Armen,43724
5/1/2018,Amazon,13.13,496047,496033.87,Armen,43474
5/2/2018,Mortgage Payment,1247.44,466814,465566.56,Armen,43224
5/3/2018,Amazon,49.72,835177,835127.28,Armen,42974
5/4/2018,Grocery Store,42.23,219698,219655.77,Armen,42724
5/4/2018,Netflix,11.76,784541,784529.24,Armen,42474
5/5/2018,Bojangles,7.27,576994,576986.73,Armen,42224
5/5/2018,Pizza Place,20.52,464663,464642.48,Armen,41974
5/6/2018,Hardware Store,22.37,380270,380247.63,Armen,41724
5/6/2018,Amazon,117.69,772082,771964.31,Armen,41474
5/9/2018,Credit Card Payment,601.4,230853,230251.6,Armen,41224
5/9/2018,Credit Card Payment,601.4,677654,677052.6,Armen,40974
5/9/2018,Spotify,10.69,929247,929236.31,Armen,40724
5/9/2018,Gas Company,30,851374,851344,Armen,40474
5/10/2018,Phone Company,111.18,637600,637488.82,Armen,40224
5/11/2018,Grocery Store,57.32,681749,681691.68,Armen,39974
5/11/2018,Biweekly Paycheck,2000,847958,845958,Armen,39724
5/11/2018,Mike's Construction Co.,8000,877569,869569,Armen,39474
5/12/2018,Liquor Store,27.77,450413,450385.23,Armen,39224
5/12/2018,Shell,33.3,219041,219007.7,Armen,38974
5/12/2018,Fancy Restaurant,78,866572,866494,Armen,38724
5/14/2018,Grocery Store,67.63,570791,570723.37,Armen,38474
5/15/2018,Power Company,60,705464,705404,Armen,38224
5/17/2018,Barbershop,29,806821,806792,Armen,37974
5/17/2018,City Water Charges,35,515472,515437,Armen,37724
5/18/2018,State Farm,75,352207,352132,Armen,37474
5/18/2018,Amazon,6.41,342761,342754.59,Armen,37224
5/19/2018,Credit Card Payment,207.08,249099,248891.92,Armen,36974
5/19/2018,Grocery Store,31,995634,995603,Armen,36724
5/19/2018,Greek Restaurant,23.26,435097,435073.74,Armen,36474
5/21/2018,Credit Card Payment,283.07,797815,797531.93,Armen,36224
5/21/2018,Thai Restaurant,26.04,326922,326895.96,Mari,35974
5/21/2018,Amazon,32.5,396241,396208.5,Mari,35724
5/22/2018,Credit Card Payment,283.07,486949,486665.93,Mari,35474
5/24/2018,BP,39.44,333483,333443.56,Mari,35224
5/25/2018,Internet Service Provider,74.99,612572,612497.01,Mari,34974
5/25/2018,Biweekly Paycheck,2000,327244,325244,Mari,34724
5/28/2018,Movie Theater,9.62,955468,955458.38,Mari,34474
5/28/2018,Grocery Store,91.03,927864,927772.97,Mari,34224
5/29/2018,Movie Theater,20,555220,555200,Mari,33974
5/29/2018,Movie Theater,6.25,952640,952633.75,Mari,33724
6/1/2018,BP,38.63,695749,695710.37,Mari,33474
6/1/2018,Grocery Store,6.11,365724,365717.89,Mari,33224
6/1/2018,Amazon,13.13,738108,738094.87,Mari,32974
6/2/2018,Credit Card Payment,235.18,650785,650549.82,Mari,32724
6/2/2018,Credit Card Payment,466.36,611486,611019.64,Mari,32474
6/3/2018,Italian Restaurant,65.81,965721,965655.19,Mari,32224
6/4/2018,Credit Card Payment,235.18,413052,412816.82,Mari,31974
6/4/2018,Grocery Store,24.12,584822,584797.88,Mari,31724
6/4/2018,Mortgage Payment,1247.44,980146,978898.56,Mari,31474
6/4/2018,Netflix,11.76,926072,926060.24,Mari,31224
6/6/2018,Starbucks,4,482394,482390,Mari,30974
6/8/2018,Biweekly Paycheck,2000,718346,716346,Mari,30724
6/8/2018,Gas Company,30,491598,491568,Mari,30474
6/9/2018,Chick-Fil-A,16.18,848852,848835.82,Mari,30224
6/9/2018,Grocery Store,9.56,396139,396129.44,Mari,29974
6/9/2018,Spotify,10.69,856974,856963.31,Mari,29724
6/10/2018,Grocery Store,46.01,855990,855943.99,Mari,29474
6/12/2018,Grocery Store,12.55,924776,924763.45,Mari,29224
6/12/2018,Phone Company,89.46,204850,204760.54,Mari,28974
6/14/2018,Credit Card Payment,283.44,780669,780385.56,Mari,28724
6/14/2018,Credit Card Payment,283.44,887442,887158.56,Mari,28474
6/14/2018,Grocery Store,7.02,297820,297812.98,Mari,28224
6/15/2018,Power Company,60,687879,687819,Mari,27974
6/16/2018,Starbucks,3,738456,738453,Mari,27724
6/16/2018,Pizza Place,22.66,378535,378512.34,Mari,27474
6/16/2018,Grocery Store,13.9,334116,334102.1,Mari,27224
6/18/2018,City Water Charges,35,772360,772325,Mari,26974
6/19/2018,Shell,38.52,580796,580757.48,Mari,26724
6/19/2018,Grocery Store,2.69,855465,855462.31,Mari,26474
6/20/2018,State Farm,75,978989,978914,Mari,26224
6/20/2018,Credit Card Payment,89.45,451874,451784.55,Mari,25974
6/20/2018,Barbershop,30,670750,670720,Mari,25724
6/21/2018,Credit Card Payment,89.45,977951,977861.55,Mari,25474
6/22/2018,Biweekly Paycheck,2000,403466,401466,Mari,25224
6/23/2018,Brunch Restaurant,8.5,861177,861168.5,Mari,24974
6/23/2018,Amazon,74.97,528612,528537.03,Mari,24724
6/25/2018,Credit Card Payment,942.76,339670,338727.24,Mari,24474
6/25/2018,Credit Card Payment,942.76,963751,962808.24,Mari,24224
6/25/2018,Internet Service Provider,74.99,761930,761855.01,Mari,23974
6/26/2018,Grocery Store,9.62,852806,852796.38,Mari,23724
6/27/2018,Starbucks,3.5,207755,207751.5,Mari,23474
6/27/2018,Pizza Place,22.66,489540,489517.34,Mari,23224
6/28/2018,Grocery Store,7.57,274395,274387.43,Mari,22974
7/1/2018,Amazon,13.13,566945,566931.87,Mari,22724
7/2/2018,Mortgage Payment,1247.44,705690,704442.56,Mari,22474
7/2/2018,Movie Theater,25,894888,894863,Mari,22224
7/2/2018,American Tavern,36.44,811899,811862.56,Mari,21974
7/4/2018,BP,34.48,677645,677610.52,Mari,21724
7/4/2018,Netflix,11.76,326162,326150.24,Mari,21474
7/5/2018,Grocery Store,44.25,316946,316901.75,Mari,21224
7/5/2018,Amazon,212.32,622373,622160.68,Mari,20974
7/6/2018,Amazon Video,6.41,640653,640646.59,Mari,20724
7/6/2018,Biweekly Paycheck,2000,745493,743493,Mari,20474
7/8/2018,Credit Card Payment,259.87,868021,867761.13,Mari,20224
7/9/2018,Credit Card Payment,242.16,284923,284680.84,Mari,19974
7/9/2018,Credit Card Payment,259.87,814422,814162.13,Mari,19724
7/9/2018,Spotify,10.69,599741,599730.31,Mari,19474
7/10/2018,Credit Card Payment,242.16,804560,804317.84,Mari,19224
7/10/2018,Grocery Store,5.39,996291,996285.61,Mari,18974
7/10/2018,Gas Company,30,477553,477523,Mari,18724
7/11/2018,Phone Company,89.46,216028,215938.54,Mari,18474
7/14/2018,Go Mart,33.51,275427,275393.49,Mari,18224
7/15/2018,Circle K,36.24,722048,722011.76,Mari,17974
7/17/2018,Wendy's,15.23,292365,292349.77,Mari,17724
7/17/2018,City Water Charges,35,400393,400358,Mari,17474
7/17/2018,Power Company,60,219720,219660,Mari,17224
7/18/2018,Irish Restaurant,28.54,981404,981375.46,Mari,16974
7/18/2018,State Farm,75,639670,639595,Mari,16724
7/20/2018,Credit Card Payment,61.43,814333,814271.57,Mari,16474
7/20/2018,Credit Card Payment,102.88,569582,569479.12,Mari,16224
7/20/2018,Credit Card Payment,102.88,954111,954008.12,Mari,15974
7/20/2018,Biweekly Paycheck,2000,635267,633267,Mari,15724
7/21/2018,Grocery Store,28.93,393651,393622.07,Mari,15474
7/21/2018,Barbershop,30,572306,572276,Mari,15224
7/23/2018,Credit Card Payment,61.43,407647,407585.57,Mari,14974
7/23/2018,Starbucks,9.58,734396,734386.42,Mari,14724
7/24/2018,American Tavern,26.59,224414,224387.41,Mari,14474
7/25/2018,Internet Service Provider,74.99,203194,203119.01,Mari,14224
7/26/2018,Conoco,33.67,250410,250376.33,Mari,13974
7/28/2018,Grocery Store,7.61,830697,830689.39,Mari,13724
7/30/2018,American Tavern,34.38,790800,790765.62,Mari,13474
7/31/2018,Brewing Company,6.6,638570,638563.4,Mari,13224
8/1/2018,Amazon,13.13,380409,380395.87,Mari,12974
8/2/2018,Credit Card Payment,816.27,601631,600814.73,Mari,12724
8/2/2018,Shell,40.44,690534,690493.56,Mari,12474
8/2/2018,Mortgage Payment,1247.44,423661,422413.56,Mari,12224
8/3/2018,Grocery Store,6.27,936294,936287.73,Mari,11974
8/3/2018,Biweekly Paycheck,2000,537050,535050,Mari,11724
8/4/2018,Netflix,11.76,899343,899331.24,Mari,11474
8/6/2018,Amazon,76.47,834691,834614.53,Mari,11224
8/9/2018,Spotify,10.69,240216,240205.31,Mari,10974
8/9/2018,Gas Company,30,424370,424340,Mari,10724
8/10/2018,Phone Company,89.4,593991,593901.6,Mari,10474
8/11/2018,Chick-Fil-A,13.67,768467,768453.33,Mari,10224
8/11/2018,Valero,33.66,781959,781925.34,Mari,9974
8/15/2018,Credit Card Payment,269.56,553907,553637.44,Mari,9724
8/15/2018,Credit Card Payment,159.38,308622,308462.62,Mari,9474
8/15/2018,Shell,41.07,912334,912292.93,Mari,9224
8/15/2018,Grocery Store,5.64,586474,586468.36,Mari,8974
8/15/2018,Power Company,60,521237,521177,Mari,8724
8/16/2018,Credit Card Payment,269.56,446266,445996.44,Mari,8474
8/16/2018,City Water Charges,35,511168,511133,Mari,8224
8/17/2018,Biweekly Paycheck,2000,608438,606438,Mari,7974
8/17/2018,Amazon,14.98,973519,973504.02,Mari,7724
8/18/2018,Amazon,23.47,688577,688553.53,Mari,7474
8/20/2018,State Farm,75,686619,686544,Mari,7224
8/21/2018,Credit Card Payment,34.18,255982,255947.82,Mari,6974
8/21/2018,Credit Card Payment,99.76,464656,464556.24,Mari,6724
8/21/2018,Credit Card Payment,99.76,212319,212219.24,Mari,6474
8/22/2018,Credit Card Payment,34.18,307563,307528.82,Mari,6224
8/24/2018,American Tavern,42.31,407564,407521.69,Mari,5974
8/27/2018,Internet Service Provider,74.99,331349,331274.01,Mari,5724
8/30/2018,Shell,35.65,391325,391289.35,Mari,5474
8/31/2018,Grocery Store,11.64,530244,530232.36,Mari,5224
8/31/2018,Biweekly Paycheck,2000,668736,666736,Mari,4974
9/1/2018,Brewing Company,47.4,517448,517400.6,Mari,4724
9/1/2018,Amazon,13.13,788531,788517.87,Mari,4474
9/2/2018,Amazon,109.83,474729,474619.17,Mari,4224
9/4/2018,Credit Card Payment,687.29,590841,590153.71,Mari,3974
9/4/2018,Credit Card Payment,687.29,608427,607739.71,Mari,3724
9/4/2018,Mortgage Payment,1247.44,719835,718587.56,Mari,3474
9/4/2018,Netflix,11.76,375139,375127.24,Mari,3224
9/7/2018,Gas Company,30,229589,229559,Mari,2974
9/9/2018,Brewing Company,18,376453,376435,Mari,2724
9/9/2018,Spotify,10.69,360009,359998.31,Mari,2474
9/11/2018,BP,38.86,770346,770307.14,Mari,2224
9/11/2018,Grocery Store,7.87,489043,489035.13,Mari,1974
9/12/2018,Grocery Store,47.16,503037,502989.84,Mari,1724
9/12/2018,Phone Company,89.4,731261,731171.6,Mari,1474
9/13/2018,Grocery Store,5.64,262755,262749.36,Mari,1224
9/14/2018,Credit Card Payment,134.34,825475,825340.66,Mari,974
9/14/2018,Biweekly Paycheck,2000,922630,920630,Mari,724
9/17/2018,Grocery Store,10.17,752172,752161.83,Mari,474
9/17/2018,Grocery Store,8.8,418009,418000.2,Mari,15974
9/17/2018,City Water Charges,35,994537,994502,Mari,15951
9/18/2018,Grocery Store,4.32,922206,922201.68,Mari,15928
9/18/2018,Power Company,60,389097,389037,Mari,15905
9/19/2018,State Farm,75,880778,880703,Mari,15882
9/19/2018,Barbershop,30,327971,327941,Mari,15859
9/20/2018,Amazon,47.38,689201,689153.62,Mari,15836
9/22/2018,Hardware Store,69.4,792440,792370.6,Mari,15813
9/22/2018,Hardware Store,6.83,602222,602215.17,Mari,15790
9/25/2018,Internet Service Provider,74.99,502399,502324.01,Mari,15767
9/25/2018,Sushi Restaurant,48.64,272804,272755.36,Mari,15744
9/26/2018,Starbucks,5,613280,613275,Mari,15721
9/26/2018,Exxon,38,876491,876453,Mari,15698
9/27/2018,Valero,40.71,820217,820176.29,Mari,15675
9/28/2018,Credit Card Payment,128.12,994184,994055.88,Mari,15652
9/28/2018,Credit Card Payment,284.96,515263,514978.04,Mari,15629
9/28/2018,Credit Card Payment,284.96,338527,338242.04,Mari,15606
9/28/2018,Grocery Store,13.36,934683,934669.64,Mari,15583
9/28/2018,Biweekly Paycheck,2000,454570,452570,Mari,15560
9/29/2018,Greek Restaurant,23.26,654519,654495.74,Mari,15537
9/29/2018,German Restaurant,46.7,958047,958000.3,Mari,15514
10/1/2018,Starbucks,3,465281,465278,Lilit,15491
10/1/2018,Credit Card Payment,128.12,653161,653032.88,Lilit,15468
10/1/2018,Grocery Store,15.66,307350,307334.34,Lilit,15445
10/1/2018,Amazon,13.13,41002,40988.87,Lilit,15422
10/2/2018,Credit Card Payment,124.03,34743,34618.97,Lilit,15399
10/2/2018,Credit Card Payment,124.03,195589,195464.97,Lilit,15376
10/2/2018,Mortgage Payment,1209.18,204735,203525.82,Lilit,15353
10/4/2018,Netflix,11.76,118112,118100.24,Lilit,15330
10/6/2018,American Tavern,27,61572,61545,Lilit,15307
10/8/2018,Shell,38.06,274938,274899.94,Lilit,15284
10/8/2018,Hardware Store,80.65,43854,43773.35,Lilit,15261
10/8/2018,Hardware Store,31.2,8798,8766.8,Lilit,15238
10/9/2018,Spotify,10.69,192241,192230.31,Lilit,15215
10/9/2018,Amazon,19.98,128164,128144.02,Lilit,15192
10/9/2018,Gas Company,30,249061,249031,Lilit,15169
10/10/2018,Grocery Store,53.68,275283,275229.32,Lilit,15146
10/11/2018,Phone Company,89.4,172194,172104.6,Lilit,15123
10/12/2018,Biweekly Paycheck,2000,13162,11162,Lilit,15100
10/16/2018,Power Company,60,3427,3367,Lilit,15077
10/17/2018,City Water Charges,35,171374,171339,Lilit,15054
10/18/2018,State Farm,75,286251,286176,Lilit,15031
10/18/2018,Grocery Store,33.55,123417,123383.45,Lilit,15008
10/18/2018,Hardware Store,45.24,81088,81042.76,Lilit,14985
10/18/2018,Brunch Restaurant,8,64113,64105,Lilit,14962
10/21/2018,Credit Card Payment,544.37,54374,53829.63,Lilit,14939
10/22/2018,Credit Card Payment,353.83,175515,175161.17,Lilit,14916
10/22/2018,Credit Card Payment,353.83,78773,78419.17,Lilit,14893
10/22/2018,BP,34.66,143515,143480.34,Lilit,14870
10/23/2018,Grocery Store,7.57,263613,263605.43,Lilit,14847
10/25/2018,Internet Service Provider,74.99,265434,265359.01,Lilit,14824
10/25/2018,Amazon,29.98,87839,87809.02,Lilit,14801
10/26/2018,Biweekly Paycheck,2000,60905,58905,Lilit,14778
10/27/2018,American Tavern,25.4,199726,199700.6,Lilit,14755
10/28/2018,Brewing Company,12.71,267896,267883.29,Lilit,14732
10/28/2018,Seafood Restaurant,14.75,198937,198922.25,Lilit,14709
10/28/2018,Grocery Store,92.49,90745,90652.51,Lilit,14686
10/28/2018,Italian Restaurant,54,86676,86622,Lilit,14663
10/31/2018,Grocery Store,5.64,163574,163568.36,Lilit,14640
11/1/2018,Amazon,13.13,2138,2124.87,Lilit,14617
11/2/2018,Credit Card Payment,262.51,253749,253486.49,Lilit,14594
11/2/2018,Credit Card Payment,262.51,60187,59924.49,Lilit,14571
11/2/2018,Mortgage Payment,1209.18,15566,14356.82,Lilit,14548
11/3/2018,Pizza Place,23.66,242144,242120.34,Lilit,14525
11/4/2018,Netflix,11.76,114049,114037.24,Lilit,14502
11/5/2018,Shell,36.51,100992,100955.49,Lilit,14479
11/6/2018,Amazon,53.95,173017,172963.05,Lilit,14456
11/6/2018,Gas Company,30,279567,279537,Lilit,14433
11/8/2018,Grocery Store,5.64,25016,25010.36,Lilit,14410
11/9/2018,Spotify,10.69,157982,157971.31,Lilit,14387
11/9/2018,Biweekly Paycheck,2000,240387,238387,Lilit,14364
11/10/2018,Brewing Company,27,134030,134003,Lilit,14341
11/10/2018,Chick-Fil-A,14.19,108651,108636.81,Lilit,14318
